text,rating,date,useful_votes,producto,text_clean,text_length,year_month
Excelente producto y de muy buena maniobrabilidad.,5,2024-11-17,0,Motorola G32,excelente producto y de muy buena maniobrabilidad,7,2024-11
"Se lo compre a mi hija , esta super feliz con la calidad de fotos , almacenamiento.",5,2024-11-13,0,Motorola G32,se lo compre a mi hija  esta super feliz con la calidad de fotos  almacenamiento,15,2024-11
Me parece un equipo genial. El precio muy atractivo.,5,2024-11-13,0,Motorola G32,me parece un equipo genial el precio muy atractivo,9,2024-11
Excelente producto muy comforme.,5,2024-11-13,0,Motorola G32,excelente producto muy comforme,4,2024-11
Es excelente 👌.,5,2024-11-13,0,Motorola G32,es excelente ,2,2024-11
"Exelente, motorola no falla!!!.",5,2024-11-12,0,Motorola G32,exelente motorola no falla,4,2024-11
El segundo motorola y resulto igual de bueno que el primero.,5,2024-11-11,0,Motorola G32,el segundo motorola y resulto igual de bueno que el primero,11,2024-11
"Hasta ahora muy conforme,hay cosas que no hice todavía, pero se de la calidad de éste producto,por ese motivo lo elegí, gracias.",5,2024-11-10,0,Motorola G32,hasta ahora muy conformehay cosas que no hice todavia pero se de la calidad de este productopor ese motivo lo elegi gracias,22,2024-11
No lo instale aún. Preguntar nuevamente semana próxima.,5,2024-11-08,0,Motorola G32,no lo instale aun preguntar nuevamente semana proxima,8,2024-11
"Lindo, no tuve inconvenientes, conforme con el producto.",5,2024-11-06,0,Motorola G32,lindo no tuve inconvenientes conforme con el producto,8,2024-11
"Excelente, superó mis expectativas.",5,2024-11-01,0,Motorola G32,excelente supero mis expectativas,4,2024-11
Me encanta.,5,2024-10-29,0,Motorola G32,me encanta,2,2024-10
Para el precio es un primer premio.,5,2024-10-29,0,Motorola G32,para el precio es un primer premio,7,2024-10
"Lo mejor de lo mejor, me fui a ver la renga a cba y lo perdí me quería morir no viene más, era un caño me compré otro moto g pero no le llega ni a los talones.",5,2024-10-27,0,Motorola G32,lo mejor de lo mejor me fui a ver la renga a cba y lo perdi me queria morir no viene mas era un cano me compre otro moto g pero no le llega ni a los talones,38,2024-10
Excelente es un regalo para mí señorita bonita.,5,2024-10-25,0,Motorola G32,excelente es un regalo para mi senorita bonita,8,2024-10
Muy bueno el precio.,5,2024-10-25,0,Motorola G32,muy bueno el precio,4,2024-10
Súper conforme con la compra.,5,2024-10-24,0,Motorola G32,super conforme con la compra,5,2024-10
"Es muy lindo lo único que al momento de cargar la batería, se calienta el aparato!!!.",5,2024-10-21,0,Motorola G32,es muy lindo lo unico que al momento de cargar la bateria se calienta el aparato,16,2024-10
"Cuando compré el celular dudaba bastante si me llegaba en buen estado, pero cuando lo recibí, estaba en buen estado!. Me sorprende también el precio, me parece justo y económico (en mi opinión). Y que decir el funcionamiento del celular, me parece increíble, anda muy bien, responde bien en las apps y estoy muy contento con la compra!!. En cambio en la camara está bien! solo critico que la calidad de la camara es un poco mala. Pero todos los demás, es perfecto!.",5,2024-10-21,0,Motorola G32,cuando compre el celular dudaba bastante si me llegaba en buen estado pero cuando lo recibi estaba en buen estado me sorprende tambien el precio me parece justo y economico en mi opinion y que decir el funcionamiento del celular me parece increible anda muy bien responde bien en las apps y estoy muy contento con la compra en cambio en la camara esta bien solo critico que la calidad de la camara es un poco mala pero todos los demas es perfecto,83,2024-10
"Muy buen equipo , aún lo tengo en uso y no me ha defraudado para nada.",5,2024-10-15,0,Motorola G32,muy buen equipo  aun lo tengo en uso y no me ha defraudado para nada,15,2024-10
Muy bueno. Primer motorola.,5,2024-10-11,0,Motorola G32,muy bueno primer motorola,4,2024-10
Anda bien.,5,2024-10-07,0,Motorola G32,anda bien,2,2024-10
Muy buen teléfono más de lo que me imaginaba.,5,2024-10-05,0,Motorola G32,muy buen telefono mas de lo que me imaginaba,9,2024-10
Excelente!! me encanto 😎.,5,2024-10-04,0,Motorola G32,excelente me encanto ,3,2024-10
"Un teléfono muy bueno, rápido, tiene una duración de la batería muy buena. Exelente calidad de pantalla e iluminación.",5,2024-10-04,0,Motorola G32,un telefono muy bueno rapido tiene una duracion de la bateria muy buena exelente calidad de pantalla e iluminacion,19,2024-10
Me encantó el celu es hermoso.,5,2024-10-03,0,Motorola G32,me encanto el celu es hermoso,6,2024-10
Buen producto.,5,2024-10-02,0,Motorola G32,buen producto,2,2024-10
De diez.,5,2024-10-01,0,Motorola G32,de diez,2,2024-10
"Bien, recién lo comienzo a usar. Por ahora cumple con mis necesidades actuales, es bastante mejor que el móvil que tenía.",5,2024-09-28,0,Motorola G32,bien recien lo comienzo a usar por ahora cumple con mis necesidades actuales es bastante mejor que el movil que tenia,21,2024-09
Bien.,5,2024-09-27,0,Motorola G32,bien,1,2024-09
Es un buen producto nomas tengo un inconveniente que se reinicia todos los día.,5,2024-09-22,0,Motorola G32,es un buen producto nomas tengo un inconveniente que se reinicia todos los dia,14,2024-09
Muy recomendable. Sobre todo por los 6 de ram.,5,2024-09-19,0,Motorola G32,muy recomendable sobre todo por los 6 de ram,9,2024-09
"Es muy similar al g60s o al g72 el teléfono anda bien y no tiene practicamente nada de diferencia con los otros dos modelos. La camara anda normal como la de la mayoría de los celulares, no es una reflex pero saca aceptable. La pantalla se ve bien a pesar de no ser amoled, el procesador corre todo normal y la ram (6gb) al año 2023 es suficiente. Muchas de las opiniones que leí por acá decían que el brillo era bajo, la pantalla mala, la camara peor. Cualquiera, menos mal que no le dí importancia.",4,2023-08-23,190,Motorola G32,es muy similar al g60s o al g72 el telefono anda bien y no tiene practicamente nada de diferencia con los otros dos modelos la camara anda normal como la de la mayoria de los celulares no es una reflex pero saca aceptable la pantalla se ve bien a pesar de no ser amoled el procesador corre todo normal y la ram 6gb al ano 2023 es suficiente muchas de las opiniones que lei por aca decian que el brillo era bajo la pantalla mala la camara peor cualquiera menos mal que no le di importancia,96,2023-08
"Muy buen teléfono, pero con algunas deficiencias. El sistema (a12) viene con menos bloatware que otras empresas y es bastante limpio. La cámara, aunque es buena, no me sorprendió ya que espera algo más de calidad. Con respecto al procesador, funciona bárbaro pero no es lo que prometen (dicen 680 y según cpu-z es 665). La pantalla es muy buena y con mucho brillo. La batería de 5000 llega a alrededor 1 día máx.",4,2023-08-14,32,Motorola G32,muy buen telefono pero con algunas deficiencias el sistema a12 viene con menos bloatware que otras empresas y es bastante limpio la camara aunque es buena no me sorprendio ya que espera algo mas de calidad con respecto al procesador funciona barbaro pero no es lo que prometen dicen 680 y segun cpuz es 665 la pantalla es muy buena y con mucho brillo la bateria de 5000 llega a alrededor 1 dia max,74,2023-08
"Por el precio está bien!!! dura bastante la batería, la cámara frontal medio floja pero está muy bien!!! muy bueno.",4,2023-02-14,20,Motorola G32,por el precio esta bien dura bastante la bateria la camara frontal medio floja pero esta muy bien muy bueno,20,2023-02
"El celular anda de diez después de casi 40 días de uso, la batería aguanta bastante, el celular se banca las app y los juegos, lo único que anda medio flojo es la cámara en video y en macro. Se pixela muchísimo es horrible así tengas la mejor luz natural se ve súper pixelado, es lo único malo que tiene el celu y yo lo compre por eso y el procesador.",4,2023-08-31,18,Motorola G32,el celular anda de diez despues de casi 40 dias de uso la bateria aguanta bastante el celular se banca las app y los juegos lo unico que anda medio flojo es la camara en video y en macro se pixela muchisimo es horrible asi tengas la mejor luz natural se ve super pixelado es lo unico malo que tiene el celu y yo lo compre por eso y el procesador,71,2023-08
Más de lo que esperaba! todo ok. Al principio me asusté porque vi que calentaba mucho pero vi que es por la carga rápida.,4,2023-09-03,16,Motorola G32,mas de lo que esperaba todo ok al principio me asuste porque vi que calentaba mucho pero vi que es por la carga rapida,24,2023-09
"Cumple las expectativas, por el precio no hay otro igual, lastima que este país va para atrás.",4,2023-06-11,20,Motorola G32,cumple las expectativas por el precio no hay otro igual lastima que este pais va para atras,17,2023-06
En velocidad es como rápido y furioso pero el wifi no tiene mucho alcance como otros motorolas anteriores (ejemplopto g7 ).,4,2023-04-17,7,Motorola G32,en velocidad es como rapido y furioso pero el wifi no tiene mucho alcance como otros motorolas anteriores ejemplopto g7 ,20,2023-04
A los 2 dias de recibirlo me lo robaron.,4,2023-02-12,22,Motorola G32,a los 2 dias de recibirlo me lo robaron,9,2023-02
"Comprado 2022/05/18 por el precio no te esperes una pantalla oled algo similar, me salio 68. 000 mil pesos argentinos en ese momento, procesador snapdragon 620 decente pero es de una generacion que ronde el 2018-2019 un poco anticuada la verdad, ram de 4 gigas lo justo y ya queda corto en este 2023, igualmente depende el uso que le proporciones, excelente parlante y una buena cantidad de almacenamiento que no esta nada mal, sirve para tareas cotidianas, pdf, youtube, world, correos o emulaciones ligeras, juegos de rendimientos intermedios y ya, sinceramente y en mi opinión yo me iria por el g52 que tiene mas ram, mejor pantallado es oled y tiene mas almacenamiento, ademas de pequeños bonus que encontras en sus características, pero esa es solo mi opinión personal saludos.",4,2023-07-07,4,Motorola G32,comprado 20220518 por el precio no te esperes una pantalla oled algo similar me salio 68 000 mil pesos argentinos en ese momento procesador snapdragon 620 decente pero es de una generacion que ronde el 20182019 un poco anticuada la verdad ram de 4 gigas lo justo y ya queda corto en este 2023 igualmente depende el uso que le proporciones excelente parlante y una buena cantidad de almacenamiento que no esta nada mal sirve para tareas cotidianas pdf youtube world correos o emulaciones ligeras juegos de rendimientos intermedios y ya sinceramente y en mi opinion yo me iria por el g52 que tiene mas ram mejor pantallado es oled y tiene mas almacenamiento ademas de pequenos bonus que encontras en sus caracteristicas pero esa es solo mi opinion personal saludos,131,2023-07
Es un buen fono x lejos lo que más me gusta son los parlantes stereo.,4,2023-03-11,4,Motorola G32,es un buen fono x lejos lo que mas me gusta son los parlantes stereo,15,2023-03
Muy buen teléfono y buen precio.,4,2023-09-04,3,Motorola G32,muy buen telefono y buen precio,6,2023-09
Muy buena relación precio calidad.,4,2023-09-02,3,Motorola G32,muy buena relacion precio calidad,5,2023-09
Buen producto. Buena definicion.,4,2023-02-16,3,Motorola G32,buen producto buena definicion,4,2023-02
"El brillo de la pantalla no es el mejor, poniendolo al maximo si estas afuera bajo el sol igualmente no vas a poder ver la pantalla.",4,2023-10-17,2,Motorola G32,el brillo de la pantalla no es el mejor poniendolo al maximo si estas afuera bajo el sol igualmente no vas a poder ver la pantalla,26,2023-10
"Por el precio esta muy bien. Contras: en esta semana de uso probé abrir muchas apps a la vez, darle muchas tareas y se reinicio 2 veces con esta prueba. La cámara es muy mala. El tamaño es grande para los bolsillos de los jeans de hoy en día. Pros: duración de la batería (dos días sin cargarla estuve), tiene cierta fluidez (un iphone 7 me parece mejor), la tasa de refresco se nota, la calidad de pantalla es muy buena. Todo es depende del uso que le den. Si van a estar todo el día con el celu con jueguitos, apps pesadas etc quizá tengan que subir de rango. Si le dan un uso esporádico o tranqui como yo, va de pelos.",4,2023-07-20,2,Motorola G32,por el precio esta muy bien contras en esta semana de uso probe abrir muchas apps a la vez darle muchas tareas y se reinicio 2 veces con esta prueba la camara es muy mala el tamano es grande para los bolsillos de los jeans de hoy en dia pros duracion de la bateria dos dias sin cargarla estuve tiene cierta fluidez un iphone 7 me parece mejor la tasa de refresco se nota la calidad de pantalla es muy buena todo es depende del uso que le den si van a estar todo el dia con el celu con jueguitos apps pesadas etc quiza tengan que subir de rango si le dan un uso esporadico o tranqui como yo va de pelos,123,2023-07
"La única cosita que no me gusta de los motorola es que cuando quieres borrar todas las apps tenés que correr las pestañas hasta el principio para llegar al botón de ""cerrar todo"". Sería más útil que esté en el lugar de ""captura de pantalla"", que eso ya tiene un atajo. La batería es chica para los recursos que ocupa la pantalla. Fuera de esos detalles, es excelente el teléfono.",4,2023-06-13,2,Motorola G32,la unica cosita que no me gusta de los motorola es que cuando quieres borrar todas las apps tenes que correr las pestanas hasta el principio para llegar al boton de cerrar todo seria mas util que este en el lugar de captura de pantalla que eso ya tiene un atajo la bateria es chica para los recursos que ocupa la pantalla fuera de esos detalles es excelente el telefono,70,2023-06
Muy bueno! recomiendo.,4,2023-05-31,2,Motorola G32,muy bueno recomiendo,3,2023-05
"Lo eligió mi hijo, como teléfono auxiliar porque se le rompió el suyo y está supercontento. El punto mas flojo es la cámara, pero saca fotos buenas.",4,2023-05-30,2,Motorola G32,lo eligio mi hijo como telefono auxiliar porque se le rompio el suyo y esta supercontento el punto mas flojo es la camara pero saca fotos buenas,27,2023-05
