text,rating,date,useful_votes,producto,text_clean,text_length,year_month
"Por 70000$ , precio calidad es un golazo, yo tengo un samsung a52 que hoy vale mas de $200000 y no hay diferencias.",5,2023-04-16,19,Motorola G32,por 70000  precio calidad es un golazo yo tengo un samsung a52 que hoy vale mas de 200000 y no hay diferencias,22,2023-04
"Lo tengo hace dos días no sé si puedo dar una opinión posta jajaja pero me sorprendió la cama está bastante bien,la batería igual anda perfecto. Los motorola nunca me fallan✨.",5,2023-09-28,18,Motorola G32,lo tengo hace dos dias no se si puedo dar una opinion posta jajaja pero me sorprendio la cama esta bastante bienla bateria igual anda perfecto los motorola nunca me fallan,31,2023-09
"Se lo regale a mí marido, y está chocho, muy buen celular.",5,2022-12-28,17,Motorola G32,se lo regale a mi marido y esta chocho muy buen celular,12,2022-12
"Muy buen producto, cumple perfectamente con las expectativas. Muy recomendado.",5,2023-01-27,13,Motorola G32,muy buen producto cumple perfectamente con las expectativas muy recomendado,10,2023-01
Motorola no hay con que darle muy buenos telefonos.,5,2023-06-19,13,Motorola G32,motorola no hay con que darle muy buenos telefonos,9,2023-06
"Me resultó la mejor compra para un teléfono alternativo que tenga más de 4 gb de ram. Estuve internado y no quería tener conmigo mi teléfono principal y el g32 6 ram fue la mejor opción costo/beneficio. Además la batería es impresionante ,algo fundamental cuando no se está en su casa. Lo recomiendo !.",5,2023-09-11,13,Motorola G32,me resulto la mejor compra para un telefono alternativo que tenga mas de 4 gb de ram estuve internado y no queria tener conmigo mi telefono principal y el g32 6 ram fue la mejor opcion costobeneficio ademas la bateria es impresionante algo fundamental cuando no se esta en su casa lo recomiendo ,53,2023-09
"Excelente. , velocidad almacenamiento. No tiene conectividad nfc y me habían dicho que si. Pero aún así es un buen equipo.",5,2023-09-17,10,Motorola G32,excelente  velocidad almacenamiento no tiene conectividad nfc y me habian dicho que si pero aun asi es un buen equipo,20,2023-09
"Cumplió mis expectativas. Con respecto al tamaño me resulta cómodo (venía de un 5 pulgadas) incluso mejor. La funda que trae es transparente. Con respecto a la huella, vi en comentarios lo molesto que resulta, recomiendo poner una huella de un dedo que no sea principal, por ejemplo el meñique, así no se enciende a cada rato al manipularlo. La calidad de fotos pensé que iba a ser mejor, sobretodo de la cámara frontal. Lo mejor es lo rápido que se carga :). Para ser gama media es una muy buena opción. Consejo dejá de dudar y comprá antes de que suba más!.",5,2023-04-04,10,Motorola G32,cumplio mis expectativas con respecto al tamano me resulta comodo venia de un 5 pulgadas incluso mejor la funda que trae es transparente con respecto a la huella vi en comentarios lo molesto que resulta recomiendo poner una huella de un dedo que no sea principal por ejemplo el menique asi no se enciende a cada rato al manipularlo la calidad de fotos pense que iba a ser mejor sobretodo de la camara frontal lo mejor es lo rapido que se carga  para ser gama media es una muy buena opcion consejo deja de dudar y compra antes de que suba mas,102,2023-04
El producto es lo que buscaba relación calidad precio muy bueno excelente cámara saca lindas fotos es como liviano.,5,2023-10-02,9,Motorola G32,el producto es lo que buscaba relacion calidad precio muy bueno excelente camara saca lindas fotos es como liviano,19,2023-10
Yo cambiaría el nombre de g32 a moto 14 pro max.,5,2023-06-18,10,Motorola G32,yo cambiaria el nombre de g32 a moto 14 pro max,11,2023-06
"Excepcional, muy buen teléfono, súper conforme con la compra.",5,2023-01-11,9,Motorola G32,excepcional muy buen telefono super conforme con la compra,9,2023-01
"Muy buen producto,haciendo un testeo a profundo resulto mucho mejor que el g42 en respues de reacion al entrar en aplicaciones etc.",5,2023-06-18,8,Motorola G32,muy buen productohaciendo un testeo a profundo resulto mucho mejor que el g42 en respues de reacion al entrar en aplicaciones etc,22,2023-06
"Hace una semana lo estoy usando, arreglo celulares hace años y vengo de un samsung j7 que a mi parecer fue uno de los mejores celulares que se crearon. Este g32 lo uso solo para trabajar, pagar o cobrar online y ver videos y la batería me dura entre día y medio o 2 días y unas horas, los 90 de refresco hace que entre aplicación y aplicación anda muy rápido, en cargar por completo tarda 1 hora y cuarto aprox. En conclusión muy buen celular y que venga con funda y protector de pantalla es un extra, el único punto en contra es que viene sin auriculares pero bueno un detalle menor, muy satisfecho.",5,2023-07-05,7,Motorola G32,hace una semana lo estoy usando arreglo celulares hace anos y vengo de un samsung j7 que a mi parecer fue uno de los mejores celulares que se crearon este g32 lo uso solo para trabajar pagar o cobrar online y ver videos y la bateria me dura entre dia y medio o 2 dias y unas horas los 90 de refresco hace que entre aplicacion y aplicacion anda muy rapido en cargar por completo tarda 1 hora y cuarto aprox en conclusion muy buen celular y que venga con funda y protector de pantalla es un extra el unico punto en contra es que viene sin auriculares pero bueno un detalle menor muy satisfecho,115,2023-07
"Muy conforme con el mot g 32. Velocidad súper. Camara excelente. La batería dura 2 días con uso normal. No me arrepiento de haberlo comprado y lo recomiendo porque trae cargador y funda, así no tenes gastos extras !.",5,2023-10-15,6,Motorola G32,muy conforme con el mot g 32 velocidad super camara excelente la bateria dura 2 dias con uso normal no me arrepiento de haberlo comprado y lo recomiendo porque trae cargador y funda asi no tenes gastos extras ,38,2023-10
Muy buena calidad exelente producto lo recomiendo.,5,2023-09-05,6,Motorola G32,muy buena calidad exelente producto lo recomiendo,7,2023-09
Barbaro y me permitió configurarlo para hacer todo táctil sin tener q estar tocando el botón q para atrás.,5,2023-08-28,6,Motorola G32,barbaro y me permitio configurarlo para hacer todo tactil sin tener q estar tocando el boton q para atras,19,2023-08
"Cómodo, lindas fotos. Batería me dura un día aproximadamente.",5,2023-07-12,6,Motorola G32,comodo lindas fotos bateria me dura un dia aproximadamente,9,2023-07
"Buen telefono por el precio, algo que no me gusta es qe hay que poner el brillo al mango para ver bien de día.",5,2023-10-25,6,Motorola G32,buen telefono por el precio algo que no me gusta es qe hay que poner el brillo al mango para ver bien de dia,24,2023-10
"No se si hubiera valido la pena ahorrar un poco más para el g42, que tiene pantalla oled. Pero, los 90hz se notan muchisimo. Después, 0 quejas, lo único que me va a tomar algo más de tiempo acostumbrarme, va a ser el lector de huellas en el botón de encendido, un concepto que me gusta mucho. Pero al ser zurdo (mi mano dominante, es decir, con la que escribo, es la izquierda) llega a ser un poco incómodo usar el dedo índice de la mano izquierda para encenderlo, aunque funciona bien.",5,2023-08-01,6,Motorola G32,no se si hubiera valido la pena ahorrar un poco mas para el g42 que tiene pantalla oled pero los 90hz se notan muchisimo despues 0 quejas lo unico que me va a tomar algo mas de tiempo acostumbrarme va a ser el lector de huellas en el boton de encendido un concepto que me gusta mucho pero al ser zurdo mi mano dominante es decir con la que escribo es la izquierda llega a ser un poco incomodo usar el dedo indice de la mano izquierda para encenderlo aunque funciona bien,92,2023-08
Impecable.,5,2023-12-11,5,Motorola G32,impecable,1,2023-12
Es muy intuitivo y completo.,5,2023-06-13,5,Motorola G32,es muy intuitivo y completo,5,2023-06
"Por el precio que tiene, es de lo mejor que vas a encontrar. Lo mas destacado es; el sonido, la pantalla con aspecto moderno y la duración de la batería. Super recomendado.",5,2023-08-09,5,Motorola G32,por el precio que tiene es de lo mejor que vas a encontrar lo mas destacado es el sonido la pantalla con aspecto moderno y la duracion de la bateria super recomendado,32,2023-08
"Ya he tenido teléfonos motorola, este cumplió con mis expectativas, muy bueno y práctico, buena imagen y sonido, 👏👏👏.",5,2023-06-22,5,Motorola G32,ya he tenido telefonos motorola este cumplio con mis expectativas muy bueno y practico buena imagen y sonido ,18,2023-06
"10/10 cumple con todo lo promocionado, anda súper fluido y de muy buena calidad, tiene giroscopio a differencia de otros celulares los cuales dicen tener y no los tiene. Los 6gb de ram hacen que puedas tener varias apps abiertas al mismo tiempo y no genera problemas, es de una marca popular por lo cual encontrar fundas, protectores y respuestos es bastante fácil, su software tiene mucha personalización y contiene android 12 (personalmente uno de los mejores) mi unica disconformidad es la posición del escáner de huella dactilar el cual te obliga a abrir el celular con la mano derecha y dependiendo de que funda o accesorios consigas eso puede generar una inconveniencia algunas veces, también tiene un límite de 5 huellas digitales dientes, es decir, que solo puedes poner una huella por un dedo de una mano lo cual puede resultar molesto algunas veces. Aparte de eso es perfecto, buen precio, calidad media-alta y te va a durar mucho y cubrir la gran mayoría de cosas que un celular de alta gamma puede hacer, lo recomiendo.",5,2023-11-20,4,Motorola G32,1010 cumple con todo lo promocionado anda super fluido y de muy buena calidad tiene giroscopio a differencia de otros celulares los cuales dicen tener y no los tiene los 6gb de ram hacen que puedas tener varias apps abiertas al mismo tiempo y no genera problemas es de una marca popular por lo cual encontrar fundas protectores y respuestos es bastante facil su software tiene mucha personalizacion y contiene android 12 personalmente uno de los mejores mi unica disconformidad es la posicion del escaner de huella dactilar el cual te obliga a abrir el celular con la mano derecha y dependiendo de que funda o accesorios consigas eso puede generar una inconveniencia algunas veces tambien tiene un limite de 5 huellas digitales dientes es decir que solo puedes poner una huella por un dedo de una mano lo cual puede resultar molesto algunas veces aparte de eso es perfecto buen precio calidad mediaalta y te va a durar mucho y cubrir la gran mayoria de cosas que un celular de alta gamma puede hacer lo recomiendo,177,2023-11
Exelente muchas gracias 👍.,5,2023-09-25,4,Motorola G32,exelente muchas gracias ,3,2023-09
"La verdad que lo uso todo el día, y el celular está excelente. Muy bueno en relación precio/calidad. Lo recomiendo!.",5,2023-12-25,3,Motorola G32,la verdad que lo uso todo el dia y el celular esta excelente muy bueno en relacion preciocalidad lo recomiendo,20,2023-12
Superó todas mis expectativas!.,5,2023-10-22,3,Motorola G32,supero todas mis expectativas,4,2023-10
"Lo tengo hace 2 semanas y anduvo siempre bien. Lo que más me sorprende es la velocidad de carga que tiene, pasa de 5 a 100 en una hora aprox.",5,2023-10-16,3,Motorola G32,lo tengo hace 2 semanas y anduvo siempre bien lo que mas me sorprende es la velocidad de carga que tiene pasa de 5 a 100 en una hora aprox,30,2023-10
Por el momento anda todo bien el teléfono. Gracias.,5,2023-09-23,3,Motorola G32,por el momento anda todo bien el telefono gracias,9,2023-09
Excelente.,5,2023-09-22,3,Motorola G32,excelente,1,2023-09
Muy bueno.,5,2023-09-20,3,Motorola G32,muy bueno,2,2023-09
Un muy buen equipo.,5,2023-09-06,3,Motorola G32,un muy buen equipo,4,2023-09
"Lindo, cómodo, útil. Muy buena opción.",5,2023-09-01,3,Motorola G32,lindo comodo util muy buena opcion,6,2023-09
Feliz con teléfono era lo que buscaba una cámara hermosa la batería muy buena.,5,2023-08-23,3,Motorola G32,feliz con telefono era lo que buscaba una camara hermosa la bateria muy buena,14,2023-08
El teléfono es rapidísimo para realizar todas las tareas (aclaro que no lo uso para juegos). La batería dura un montón y además carga muy rápido también. Las cámaras bastante bien y mejoran todavía más instalando la gcam. Mejor relación calidad precio.,5,2023-08-13,3,Motorola G32,el telefono es rapidisimo para realizar todas las tareas aclaro que no lo uso para juegos la bateria dura un monton y ademas carga muy rapido tambien las camaras bastante bien y mejoran todavia mas instalando la gcam mejor relacion calidad precio,42,2023-08
"Excelente producto, relación precio y calidad.",5,2023-09-03,3,Motorola G32,excelente producto relacion precio y calidad,6,2023-09
Execelente.,5,2023-09-03,3,Motorola G32,execelente,1,2023-09
Excelente producto relación precio- calidad 👌.,5,2023-11-07,2,Motorola G32,excelente producto relacion precio calidad ,5,2023-11
Todo bien.,5,2023-11-07,2,Motorola G32,todo bien,2,2023-11
Llevo solo unos días usándolo. El teléfono anda bien teniendo en cuenta la relación precio calidad. Es lo esperable según la gama. Lo recomiendo si no quieren gastar mucha plata.,5,2023-10-29,2,Motorola G32,llevo solo unos dias usandolo el telefono anda bien teniendo en cuenta la relacion precio calidad es lo esperable segun la gama lo recomiendo si no quieren gastar mucha plata,30,2023-10
"Simplemente me encanta, su velocidad y rendimiento, recomendable.",5,2023-10-27,2,Motorola G32,simplemente me encanta su velocidad y rendimiento recomendable,8,2023-10
Es un muy buen celular para el precio que tiene y además en cuotas sin interés!! una buena oferta.,5,2023-10-09,2,Motorola G32,es un muy buen celular para el precio que tiene y ademas en cuotas sin interes una buena oferta,19,2023-10
"Velocidad estupenda, almacenamiento y batería perfectos, cámara y pantalla ( podrían serejor pero obvio una ya sabe lo que compra). Relación precio calidad muy buena.",5,2023-09-10,2,Motorola G32,velocidad estupenda almacenamiento y bateria perfectos camara y pantalla  podrian serejor pero obvio una ya sabe lo que compra relacion precio calidad muy buena,24,2023-09
Espectacular. Muy bien teléfono. Mi sobrina felíz.,5,2023-08-05,2,Motorola G32,espectacular muy bien telefono mi sobrina feliz,7,2023-08
Hermoso celular. Muy liviano y de respuesta rápida. Muy recomendable para su precio.,5,2023-06-27,2,Motorola G32,hermoso celular muy liviano y de respuesta rapida muy recomendable para su precio,13,2023-06
Bien me gusto.,5,2023-06-21,2,Motorola G32,bien me gusto,3,2023-06
"Me pareció bien pero no sé si hay que activarle la calidad de sus cámaras ,ya que viene con ,50 px en noche no es lo que se esperaba al grabar un vídeo por su calidad lo digo ahora sí hay que activarle algo para que realmente cumpla con esa calidad de imagen sería fantástico.",5,2023-03-14,2,Motorola G32,me parecio bien pero no se si hay que activarle la calidad de sus camaras ya que viene con 50 px en noche no es lo que se esperaba al grabar un video por su calidad lo digo ahora si hay que activarle algo para que realmente cumpla con esa calidad de imagen seria fantastico,55,2023-03
Espectacular.,5,2023-02-14,2,Motorola G32,espectacular,1,2023-02
"Excelente precio, velocidad, cámara, batería, pantalla. Es todo lo que dice ser. El sonido de este bicho es realmente importante. No defrauda en lo más mínimo.",5,2023-02-07,2,Motorola G32,excelente precio velocidad camara bateria pantalla es todo lo que dice ser el sonido de este bicho es realmente importante no defrauda en lo mas minimo,26,2023-02
Un caño este fono!!!! muy conforme.,5,2023-01-30,2,Motorola G32,un cano este fono muy conforme,6,2023-01
"Lo compre y al mes m lo robaron, trae mala suerte no lo compren.",5,2023-08-31,2,Motorola G32,lo compre y al mes m lo robaron trae mala suerte no lo compren,14,2023-08
"No puedo decir mucho hace cuatro días que lo estoy usando, hasta ahora todo bien, espero tener suerte como mí anterior celular motorola g 22 impecable vá a pasar aún miembro de la familia recomiendo su comprá g32 6ran.",5,2024-02-13,1,Motorola G32,no puedo decir mucho hace cuatro dias que lo estoy usando hasta ahora todo bien espero tener suerte como mi anterior celular motorola g 22 impecable va a pasar aun miembro de la familia recomiendo su compra g32 6ran,39,2024-02
"Me pareció un buen cel en relación precio y calidad, el procesador es bastante rápido y la autonomía de la batería es genial, dura muchísimo tirando día y medio. La pantalla al no ser amoled se nota un poco (sobre todo con los negro plenos) pero safa bastante, y la cámara se defiende bastante bien. El cargador que incluye me sorprendió lo rápido que carga.",5,2023-11-14,1,Motorola G32,me parecio un buen cel en relacion precio y calidad el procesador es bastante rapido y la autonomia de la bateria es genial dura muchisimo tirando dia y medio la pantalla al no ser amoled se nota un poco sobre todo con los negro plenos pero safa bastante y la camara se defiende bastante bien el cargador que incluye me sorprendio lo rapido que carga,65,2023-11
"Exelete comparando precio, calidad. Es muy bueno y bonito el teléfono.",5,2023-11-29,1,Motorola G32,exelete comparando precio calidad es muy bueno y bonito el telefono,11,2023-11
Bueno.,5,2023-11-07,1,Motorola G32,bueno,1,2023-11
"El celular esta muy lindo ,y su funciones andan de diez.",5,2023-11-07,1,Motorola G32,el celular esta muy lindo y su funciones andan de diez,11,2023-11
"Calidad precio, para un mayor, nunca se tilda.",5,2023-11-06,1,Motorola G32,calidad precio para un mayor nunca se tilda,8,2023-11
Excelente todo bendiciones.,5,2023-11-06,1,Motorola G32,excelente todo bendiciones,3,2023-11
Recomendable 10/10.,5,2023-11-05,1,Motorola G32,recomendable 1010,2,2023-11
"Excelente teléfono para uso básico de aplicaciones y para comunicaciones. Todo lo que uno espera de un celular en este rango de precios, con óptima cantidad de memoria ram (6gb) y velocidad del procesador.",5,2023-10-19,1,Motorola G32,excelente telefono para uso basico de aplicaciones y para comunicaciones todo lo que uno espera de un celular en este rango de precios con optima cantidad de memoria ram 6gb y velocidad del procesador,34,2023-10
Me fasino es muy buen teléfono lástima el color funciona perfecto.,5,2023-10-11,1,Motorola G32,me fasino es muy buen telefono lastima el color funciona perfecto,11,2023-10
"Excelente celular, 100%recomendable.",5,2023-09-24,1,Motorola G32,excelente celular 100recomendable,3,2023-09
"Mejor precio/prestaciones del mercado hoy 18. 09. 23. Quizas la camara sea lo más flojo, lo demás muy bien.",5,2023-09-18,1,Motorola G32,mejor precioprestaciones del mercado hoy 18 09 23 quizas la camara sea lo mas flojo lo demas muy bien,19,2023-09
Buen celular para actualizar modelos antiguos.,5,2023-08-30,1,Motorola G32,buen celular para actualizar modelos antiguos,6,2023-08
"Muy buen producto, hasta ahora sin problemas lo utiliza mi mama y le es un celular muy potente!.",5,2023-07-01,1,Motorola G32,muy buen producto hasta ahora sin problemas lo utiliza mi mama y le es un celular muy potente,18,2023-07
Excelente producto✨️👌.,5,2023-07-01,1,Motorola G32,excelente producto,2,2023-07
"Un lujaso. Espero me salga bueno , me lo recomendaron, en uno meses se los cuento.",5,2023-06-27,1,Motorola G32,un lujaso espero me salga bueno  me lo recomendaron en uno meses se los cuento,15,2023-06
Es un buen celular. Lo encargué para mí hija. No tiene quejas aparentemente. Funciona todo bien.,5,2023-06-27,1,Motorola G32,es un buen celular lo encargue para mi hija no tiene quejas aparentemente funciona todo bien,16,2023-06
"Por el momento funciona perfectamente, muy conforme. Gracias.",5,2023-06-22,1,Motorola G32,por el momento funciona perfectamente muy conforme gracias,8,2023-06
Muy bien celular.,5,2023-06-20,1,Motorola G32,muy bien celular,3,2023-06
Muy buen producto.,5,2023-06-18,1,Motorola G32,muy buen producto,3,2023-06
"Excelente hasta ahora,lo recomiendo absolutamente!.",5,2023-06-15,1,Motorola G32,excelente hasta ahoralo recomiendo absolutamente,5,2023-06
Muy bueno el producto!!!.,5,2023-06-14,1,Motorola G32,muy bueno el producto,4,2023-06
El sonido es súper fuerte!!!!!.,5,2023-04-10,1,Motorola G32,el sonido es super fuerte,5,2023-04
Ideal para trabajar.,5,2023-11-09,1,Motorola G32,ideal para trabajar,3,2023-11
Es. Mio. Bueno.,5,2023-06-02,1,Motorola G32,es mio bueno,3,2023-06
,5,2023-12-26,0,Motorola G32,,0,2023-12
Muy lindo celular la batería le dura un montón y tiene una hermosa cámara.,5,2024-08-02,0,Motorola G32,muy lindo celular la bateria le dura un monton y tiene una hermosa camara,14,2024-08
Excelente calidad en las fotos. Es rápido para usar. Me encanta la capacidad de memoria. El único detalle no viene con auriculares.,5,2025-03-16,0,Motorola G32,excelente calidad en las fotos es rapido para usar me encanta la capacidad de memoria el unico detalle no viene con auriculares,22,2025-03
"A las 3am saque está foto, y escuché a varios que de noche no saca buenas fotos.",5,2025-02-07,0,Motorola G32,a las 3am saque esta foto y escuche a varios que de noche no saca buenas fotos,17,2025-02
"Luego de 6 meses de uso puedo decir que es un celular que cumple. Yo lo uso como segundo celu (para el laburo) y me sorprende la cantidad de horas que puedo pasar con una carga completa. El apartado de cámara está ok, no es el celu con mejor camara pero instalando la apk de gcam, las fotos mejoran notablemente. Otro dato muy bueno es la calidad del sonido. Sin más es un buen equipo.",5,2024-04-05,0,Motorola G32,luego de 6 meses de uso puedo decir que es un celular que cumple yo lo uso como segundo celu para el laburo y me sorprende la cantidad de horas que puedo pasar con una carga completa el apartado de camara esta ok no es el celu con mejor camara pero instalando la apk de gcam las fotos mejoran notablemente otro dato muy bueno es la calidad del sonido sin mas es un buen equipo,75,2024-04
Exelente.,5,2024-01-13,0,Motorola G32,exelente,1,2024-01
"Está bueno para el precio que es, si es con un poco más de ram funciona de lujo.",5,2025-04-29,0,Motorola G32,esta bueno para el precio que es si es con un poco mas de ram funciona de lujo,18,2025-04
Es lo que esperaba.,5,2025-04-28,0,Motorola G32,es lo que esperaba,4,2025-04
Muy bueno relación precio / calidad.,5,2025-04-28,0,Motorola G32,muy bueno relacion precio  calidad,5,2025-04
"Excelente celular, super potente, recomendable.",5,2025-04-28,0,Motorola G32,excelente celular super potente recomendable,5,2025-04
Muy buenaa.,5,2025-04-23,0,Motorola G32,muy buenaa,2,2025-04
"Buena calidad de cámara, acorde al precio. Aún no usaos con chip. Luego ampliamos.",5,2025-04-21,0,Motorola G32,buena calidad de camara acorde al precio aun no usaos con chip luego ampliamos,14,2025-04
Excelente el producto. Recomendado 100 %.,5,2025-04-21,0,Motorola G32,excelente el producto recomendado 100 ,5,2025-04
"Buen celu, saca buenas fotos y video si lo sabes usar. Te recomiendo davinci resolve para editar y descargar una app profesional para controlar los parametros de exposicion, etc yo uso mcpro24fps.",5,2025-04-21,0,Motorola G32,buen celu saca buenas fotos y video si lo sabes usar te recomiendo davinci resolve para editar y descargar una app profesional para controlar los parametros de exposicion etc yo uso mcpro24fps,32,2025-04
"Ya tenía otro igual y me sirve mucho porque tiene todo lo que necesito, gran capacidad, velocidad y la cámara ofrece tanto cálidad de imagen como sonido.",5,2025-04-20,0,Motorola G32,ya tenia otro igual y me sirve mucho porque tiene todo lo que necesito gran capacidad velocidad y la camara ofrece tanto calidad de imagen como sonido,27,2025-04
1000.,5,2025-04-17,0,Motorola G32,1000,1,2025-04
El celular es para mí madre. El uso que le da es básico y cotidiano para lo que una persona mayor le daría. Sinceramente se ve muy bien. Está satisfecha con el celular. Yo mucho no lo revise más que ajustar su email y su cuenta de whatsapp. Lo ví dentro de todo ligero.,5,2025-04-10,0,Motorola G32,el celular es para mi madre el uso que le da es basico y cotidiano para lo que una persona mayor le daria sinceramente se ve muy bien esta satisfecha con el celular yo mucho no lo revise mas que ajustar su email y su cuenta de whatsapp lo vi dentro de todo ligero,54,2025-04
Está muy bueno.,5,2025-04-09,0,Motorola G32,esta muy bueno,3,2025-04
Exelente lo que esperaba.,5,2025-04-04,0,Motorola G32,exelente lo que esperaba,4,2025-04
"Excelente, 10/10.",5,2025-04-01,0,Motorola G32,excelente 1010,2,2025-04
Buenisimo.,5,2025-03-25,0,Motorola G32,buenisimo,1,2025-03
Anda re bien.,5,2025-03-11,0,Motorola G32,anda re bien,3,2025-03
Muy conforme.,5,2025-02-28,0,Motorola G32,muy conforme,2,2025-02
Excelente celular.,5,2025-02-27,0,Motorola G32,excelente celular,2,2025-02
"Muy bueno. Mi hija lo disfruta. Muy buen desempeño, recomendable.",5,2025-02-25,0,Motorola G32,muy bueno mi hija lo disfruta muy buen desempeno recomendable,10,2025-02
Muy buen equipo.,5,2025-02-22,0,Motorola G32,muy buen equipo,3,2025-02
Exelente como todo motorola !!.,5,2025-02-11,0,Motorola G32,exelente como todo motorola ,4,2025-02
Buena relación precio calidad.,5,2025-02-08,0,Motorola G32,buena relacion precio calidad,4,2025-02
Impecable después de un año de uno. Todo impecable.,5,2025-02-06,0,Motorola G32,impecable despues de un ano de uno todo impecable,9,2025-02
"Si bien, funciona duró menos del año el botón de la huella lamentablemente.",5,2025-02-04,0,Motorola G32,si bien funciona duro menos del ano el boton de la huella lamentablemente,13,2025-02
Funciona muy bien hasta ahora.,5,2025-01-30,0,Motorola G32,funciona muy bien hasta ahora,5,2025-01
Cañonazo.,5,2025-01-28,0,Motorola G32,canonazo,1,2025-01
Excelente en todo! vale la pena 100 %.,5,2025-01-26,0,Motorola G32,excelente en todo vale la pena 100 ,7,2025-01
"Es lo que esperaba. Reúne todas las condiciones que yo necesito. Muy práctico, fácil de manejar y económico. La batería es muy rendidora.",5,2025-01-21,0,Motorola G32,es lo que esperaba reune todas las condiciones que yo necesito muy practico facil de manejar y economico la bateria es muy rendidora,23,2025-01
Mejor de lo que esperaba.,5,2025-01-19,0,Motorola G32,mejor de lo que esperaba,5,2025-01
Excelente calidad y precio.,5,2025-01-13,0,Motorola G32,excelente calidad y precio,4,2025-01
"No he recibido quejas, pues se lo regalé a mi hijo.",5,2025-01-08,0,Motorola G32,no he recibido quejas pues se lo regale a mi hijo,11,2025-01
Excelente producto superó mis expectativas super recomendable.,5,2025-01-07,0,Motorola G32,excelente producto supero mis expectativas super recomendable,7,2025-01
"Super rapido, una camara increible. Ame este motorola.",5,2025-01-06,0,Motorola G32,super rapido una camara increible ame este motorola,8,2025-01
Todavía lo tengo una vez se me partió la pantalla y conseguí repuesto ahí nomás es como el r12 de los celulares.,5,2025-01-03,0,Motorola G32,todavia lo tengo una vez se me partio la pantalla y consegui repuesto ahi nomas es como el r12 de los celulares,22,2025-01
"Lo estoy usando hace muy poco, por ahora funciona todo correcto.",5,2024-12-28,0,Motorola G32,lo estoy usando hace muy poco por ahora funciona todo correcto,11,2024-12
Buen celu.,5,2024-12-26,0,Motorola G32,buen celu,2,2024-12
Se ve muy bueno habrá que ver con el tiempo la durabilidad. Por el momento exelente.,5,2024-12-25,0,Motorola G32,se ve muy bueno habra que ver con el tiempo la durabilidad por el momento exelente,16,2024-12
Muy bueno todos los motos q tuve.,5,2024-12-25,0,Motorola G32,muy bueno todos los motos q tuve,7,2024-12
"Lo compré para regalar y anduvo de diez, ya que mí novia lo utiliza muchísimo por su trabajo y el rendimiento no le ha fallado, recomiendo.",5,2024-12-22,0,Motorola G32,lo compre para regalar y anduvo de diez ya que mi novia lo utiliza muchisimo por su trabajo y el rendimiento no le ha fallado recomiendo,26,2024-12
"Relación precio calidad, esta bien.",5,2024-12-20,0,Motorola G32,relacion precio calidad esta bien,5,2024-12
Muy bueno recomendable.,5,2024-12-19,0,Motorola G32,muy bueno recomendable,3,2024-12
Muy lindo. Y muy conforme.,5,2024-12-18,0,Motorola G32,muy lindo y muy conforme,5,2024-12
Excelente producto lo recomiendo.,5,2024-12-18,0,Motorola G32,excelente producto lo recomiendo,4,2024-12
100% recomendable.,5,2024-12-15,0,Motorola G32,100 recomendable,2,2024-12
Interesante en relación al precio. Cumplió con las expectativas.,5,2024-12-13,0,Motorola G32,interesante en relacion al precio cumplio con las expectativas,9,2024-12
"El celular es muy util, practico y eficiente para las operaciones que hay que realizar.",5,2024-12-12,0,Motorola G32,el celular es muy util practico y eficiente para las operaciones que hay que realizar,15,2024-12
Se lo compre hace unos meses y de 10. Ya que ella es manos de hacha. Por ahora la pantalla intacta al igual que todo el equipo.,5,2024-12-03,0,Motorola G32,se lo compre hace unos meses y de 10 ya que ella es manos de hacha por ahora la pantalla intacta al igual que todo el equipo,27,2024-12
"Excelente, es muy veloz.",5,2024-12-01,0,Motorola G32,excelente es muy veloz,4,2024-12
"Me gustó mucho, por su capacidad, sus funciones, y es muy cómodo.",5,2024-11-30,0,Motorola G32,me gusto mucho por su capacidad sus funciones y es muy comodo,12,2024-11
Excelente relacion precio producto.,5,2024-11-27,0,Motorola G32,excelente relacion precio producto,4,2024-11
"Está bueno, pero tiene mucho x descubrir hace poquito lo t.",5,2024-11-26,0,Motorola G32,esta bueno pero tiene mucho x descubrir hace poquito lo t,11,2024-11
Muy buena opción a un precio razonable. Tiene 6 de ram y 128 gb de almacenamiento.,5,2024-11-25,0,Motorola G32,muy buena opcion a un precio razonable tiene 6 de ram y 128 gb de almacenamiento,16,2024-11
"Hace una semana que lo tengo así que mucho no puedo opinar, pero vamos muy bien solo la batería no dura mucho. Pero ahí vamos.",5,2024-11-25,0,Motorola G32,hace una semana que lo tengo asi que mucho no puedo opinar pero vamos muy bien solo la bateria no dura mucho pero ahi vamos,25,2024-11
La verdad tiene buena cámara y es rápido a la hora de buscar o bajar aplicaciones excelente.,5,2024-11-24,0,Motorola G32,la verdad tiene buena camara y es rapido a la hora de buscar o bajar aplicaciones excelente,17,2024-11
"Es un buen teléfono, mejor que lo que se consigue en ese rango de precio en samsung y contiene cargador y funda.",5,2024-11-19,0,Motorola G32,es un buen telefono mejor que lo que se consigue en ese rango de precio en samsung y contiene cargador y funda,22,2024-11
Dentro de la línea de los moto g es muy superior al g20 q tuve anterior.,5,2024-11-19,0,Motorola G32,dentro de la linea de los moto g es muy superior al g20 q tuve anterior,16,2024-11
"Me resulta práctico y moderno, muy útil.",5,2024-11-18,0,Motorola G32,me resulta practico y moderno muy util,7,2024-11
